sentiment,text
Neutral,"Shhhh, God is about to talk #GOPDebates"
Neutral,Let #Trans people fight in the military they've been fighting for recognition&amp
Negative,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
Negative,RT @cloudypianos: I'm just waiting for them all to accidentally eat each other #GOPDebates
Negative,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
Negative,"""The military is not a social experiment. The military is designed to kill people and break things."" Lol. #GOPDEBATES #huckabee"
Positive,Ben Carson's got the best hair on that whole stage #GOPDebates
Neutral,#GOPDebates they won't let #TedCruz speak!
Negative,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
Neutral,RT @CollegeDemsTX: BREAKING: Mike Huckabee NOT for transgender rights #BigSuprise #GOPDebates
Neutral,God is going to be in Fox News for his first appearance......ever. #GOPDebates
Neutral,"Wait, #God is making an appearance at the #GOPDebates?"
Negative,"RT @SupermanHotMale: Dear Donald Trump, sniff a couple times, your head is in your ass #GopDebates"
Negative,RT @jennrios1191: @BretBaier is by far the best moderator tonight. Hands down. #GOPDebate @FoxNews #GOPDebates Nice job Bret!
Positive,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
Negative,"RT @Karatloz: you're playing as Yoshi but you're made out of yarn, the whole world is made out of yarn #GOPDebates"
Negative,RT @_RyanTurek: #GOPDebates brought to you by… STRAIGHT OUTTA COMPTON.
Positive,RT @msgoddessrises: 😂😂😂😂 Drink!!! #Trump #GOPDebates  https://t.co/Az9GUGMCGU
Negative,"RT @SupermanHotMale: Total Theatre on Fox news tonight, no basis in fact at all... it's all garbage. #GopDebates"
Negative,THIS ISNT A DEBATE!!!! This is a Q and A #GOPDebates
Negative,LOL Cruz wasn't allowed to jump in on that comment Christie made.  #GOPDebates
Neutral,Can we declare bankruptcy to China? #Trump #GOPdebates
Negative,RT @JuliaRheaTimme: WHOEVER IS THE MOST RACIST AND MISOGYNISTIC FOR TWO HOURS WINS! #GOPDebates
Negative,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
Negative,"""The purpose of the military is to kill people and break things.."" My soul is aching... My God! #GOPDebates"
Negative,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
Negative,Did they... did they just say God would be there after the break? #GOPDebates
Negative,Could you make God anymore awkward @megynkelly ?!? #GOPDebates
Negative,"I would expect this farce from the BOTTOM-tier, butttttttttttt.......... #GOPDebates"
Negative,We looooooove violence and the military and intimidating people #GOPDebates
Negative,RT @Tim_Landers78: Do we really need to make the largest military power in the world bigger? #GOPDebates #warmongers
Negative,"These people specialize in superlatives and hyperbole. Makes for good TV, but bad politics. #GOPDebates"
Negative,"Man, these guys really LOVE vomiting out numbers. #GOPDebates"
Negative,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
Neutral,I forgot Ted Cruz was there #GOPDebates
Negative,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates
Negative,What kinda dream land is Chris Christine in #GOPDebates
Negative,"We already have the two largest armies in the world, Chris. That's not how this works #GOPDebates"
Negative,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
Negative,WHOEVER IS THE MOST RACIST AND MISOGYNISTIC FOR TWO HOURS WINS! #GOPDebates
Negative,"Zero veterans among these ""how fast can I go to war"" candidates. Easy putting other people's kids in harm's way #gopdebates"
Positive,Oh @RealBenCarson you are brilliant &amp
Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
Neutral,The Military industrial complex is alive and well. #GOPDebates
Negative,@AminESPN Ben Carson is proof that even if you're a neurosurgeon who looks like Marvin Gaye..you get 0 face time in the #GOPDebates
Negative,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
Negative,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
Negative,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
Negative,Do we really need to make the largest military power in the world bigger? #GOPDebates #warmongers
Negative,Yes he did @BernardGoldberg #GOPDebates. Not even a nice try lib!
Negative,We looooooove Israel so much. #hypocrite #GOPDebates
Negative,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
Negative,Asking about abortion - where are the women? Asking about the military - where are the veterans? #GOPDebates
Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
Neutral,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
Negative,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
Positive,RT @fan48: @YoungPros4Rubio @RickCanton  RUBIO awesome response on pro life #GOPDebates #Rubio2016
Negative,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
Positive,"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A"
Negative,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
Negative,Yeah they are ignoring him. #Carson #GOPDebates  https://t.co/DSU6T7E1wN
Negative,#Huckabee attacks #trans #medical care at #GOPDebates.
Neutral,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
Negative,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
Negative,Anyone think we'll get questions on #climatechange?  #gopdebates
Negative,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
Neutral,RT @_RyanTurek: #GOPDebates brought to you by… STRAIGHT OUTTA COMPTON.
Negative,Don't tell Mile Huckabee about military integration or Ted Cruz about Iran Contra or any of these guys about history in general #GOPDebates
Neutral,"RT @aharperrose: Shout out out to @BretBaier's tanning salon, the real winner of this debate.  #GOPDebates"
Negative,"@onesedonia: Huckabee wtf...
#GOPDebates 
Lol
Thanks @BeesKnees_pdx"
Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
Negative,Where did Rand Paul even come from?  What a yahoo. #GOPDebates
Negative,"Republican talking points: Iran, Immigration, military. Hate and War. Same old shit. #GOPDebates #RepublicanDebate"
Positive,@loudobbsnews #dobbs #GOPdebates I LIKE @GovMikeHuckabee
Negative,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
Negative,This group #gopdebates are idiots. Don't think Dems have to worry about losing the White House.
Negative,@EODChick @GovMikeHuckabee I thought I had seen it all. #GOPDebates
Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
Negative,Truly the greatest show on earth. #GOPClownCar #GOPDebates
Negative,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
Negative,RT @mandy_velez: So trans soldiers can die for you Huckabee but you can't foot the bill to make them fulfilled as human beings? Really? #GO…
Neutral,RT @rossramsey: Twitter is the transcript of all of us talking to our TV sets… #gopdebates https://t.co/px9hHatLd8
Neutral,"Mush? Bayonets? What is this, Walker? A Revolutionary War site or #GOPDebates"
Negative,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
Negative,"In 15 mins, we'll go from 8 blowhards who talked a lot, but didn't say much, to 1 guy whose work spoke volumes. @TheDailyShow #GOPDebates"
Negative,"CDM @RWSurferGirl  9m9 minutes ago
Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates"
Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
Positive,RT @BrentsChirps: Ben Carson doesn't talk trash. Mature speaker of truth. Maturity and strength on display at #GOPDebates #FOXNEWSDEBATE #W…
Positive,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates
Negative,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
Negative,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
Negative,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
Neutral,"Say, ""Bibi."" C'mon. You know you want to. #GOPDebates"
Negative,I can't wait to not remember all these bros names. #GOP #GOPDebate #GOP2016 #ClownCar #GOPDebates
Negative,Absurd statement by Huckabee #GOPDebates  https://t.co/H41d93xlgN
Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
Negative,RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates 🇺🇸
Negative,"No @RandPaul everyone has said they are ""the only one on this stage"" literally everyone has said that already #GOPDebates"
Negative,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
Negative,RT @ericstonestreet: Trump has Cam hands. #GOPDebates
Negative,"RT @ccabrera83: Ben Carson is saying military didnt hv capability to strike Assad. Goodbye, dude. Youre nuts. #gopdebates #FoxDebate"
Neutral,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
Negative,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
Negative,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
Negative,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
Negative,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
Negative,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
Negative,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
Neutral,RT @SupermanHotMale: I'm popeye the sailor man... #GopDebates http://t.co/4jO4UQng89
Negative,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
Negative,"""The purpose of the military is to kill people and break things."" - #MikeHuckabee  #GOPdebates"
Negative,"RT @landley: So @berniesanders is watching #gopdebates on television, and his staff is livetweeting what he yells at the TV: https://t.co/Y…"
Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
Negative,"Like that crazy inter-racial thing? #Huckabee on military-""not a social experiment."" #GOPDebates"
Negative,There are a lot of #orange people on the #GOPdebates  HA!
Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
Negative,"""To kill people and break things."" #GOPDebates"
Negative,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
Negative,RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates 🇺🇸
Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
Negative,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
Negative,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
Negative,I can't believe Ted Cruz just referenced Reagan and the hostage release. Most people don't know about weapons for hostages.#GOPDebates
Negative,"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…"
Negative,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
Negative,Mike Huckabee thinks transgender people can't kill people or break things? He'd better ask somebody. #GOPDebates
Negative,"I have a friend that looks and talks just like Ben Carson, it's ruining the debate for me. #GOPDebates"
Negative,FYI US defense spending compared to other countries #GOPDebates http://t.co/0l8Ct4fgCO
Negative,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
